,id,postal_code,territory,latitude,longitude,municipality,population
209,209,15452,ΨΥΧΙΚΟ ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,38.0132172,23.7772557,Filothei-Psychiko,27635.0
210,210,15452,ΨΥΧΙΚΟ ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,38.0088555,23.7721825,Filothei-Psychiko,27635.0
211,211,15562,ΧΟΛΑΡΓΟΣ ΠΛΑΤΕΙΑ ΕΘ ΝΕΑ ΑΝΤΙ,37.9928362,23.8079759,Papagou-Cholargos,45264.0
212,212,15562,ΧΟΛΑΡΓΟΣ ΠΛΑΤΕΙΑ ΕΘ ΝΕΑ ΑΝΤΙ,37.9933355,23.8086915,Papagou-Cholargos,45264.0
213,213,15562,ΧΟΛΑΡΓΟΣ ΠΛΑΤΕΙΑ ΕΘ ΝΕΑ ΑΝΤΙ,37.9931808,23.8091466,Papagou-Cholargos,45264.0
214,214,15562,ΧΟΛΑΡΓΟΣ ΠΛΑΤΕΙΑ ΕΘ ΝΕΑ ΑΝΤΙ,37.998817,23.8066786,Papagou-Cholargos,45264.0
215,215,15669,ΠΑΠΑΓΟΥ,37.9839076,23.8024947,Papagou-Cholargos,45264.0
216,216,15669,ΠΑΠΑΓΟΥ,37.9831901,23.803207,Papagou-Cholargos,45264.0
217,217,15669,ΠΑΠΑΓΟΥ,37.9834898,23.8024765,Papagou-Cholargos,45264.0
218,218,15669,ΠΑΠΑΓΟΥ,37.9831834,23.8029742,Papagou-Cholargos,45264.0
219,219,15669,ΠΑΠΑΓΟΥ,37.9834999,23.8026952,Papagou-Cholargos,45264.0
220,220,15669,ΠΑΠΑΓΟΥ,37.9831968,23.8034403,Papagou-Cholargos,45264.0
221,221,15669,ΠΑΠΑΓΟΥ,37.9834807,23.8022793,Papagou-Cholargos,45264.0
222,222,15669,ΠΑΠΑΓΟΥ,37.9898357,23.7869877,Papagou-Cholargos,45264.0
223,223,15771,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9724184,23.7615038,Zografos,69872.0
224,224,15771,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9724488,23.761741,Zografos,69872.0
225,225,15772,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9702404,23.778522,Zografos,69872.0
226,226,15772,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9703198,23.7779842,Zografos,69872.0
227,227,15772,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9704112,23.7785992,Zografos,69872.0
228,228,15772,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9703725,23.7780885,Zografos,69872.0
229,229,15772,ΖΩΓΡΑΦΟΥ ΑΝΩ ΙΛΙΣΙΑ,37.9673778,23.7628469,Zografos,69872.0
230,230,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9736732,23.784572,Zografos,69872.0
231,231,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9734581,23.784572,Zografos,69872.0
232,232,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9845227,23.7717338,Zografos,69872.0
233,233,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9842251,23.772721,Zografos,69872.0
234,234,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9844124,23.7718301,Zografos,69872.0
235,235,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.9842976,23.7720638,Zografos,69872.0
236,236,15773,ΖΩΓΡΑΦΟΥ ΓΟΥΔΙ,37.984388,23.7714475,Zografos,69872.0
237,237,15780,ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ,37.9840936,23.7811881,Zografos,69872.0
238,238,15780,ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ,37.9711771,23.7642255,Zografos,69872.0
239,239,15780,ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ,37.97102,23.7639703,Zografos,69872.0
240,240,15780,ΠΑΝΕΠΙΣΤΗΜΙΟΥΠΟΛΗ,37.9723837,23.7612427,Zografos,69872.0
241,241,16122,ΚΑΙΣΑΡΙΑΝΗ ΑΝΩ ΚΑΙΣΑΡΙΑΝΗ,37.9677304,23.7657285,Kessariani,26268.0
242,242,16122,ΚΑΙΣΑΡΙΑΝΗ ΑΝΩ ΚΑΙΣΑΡΙΑΝΗ,37.9675175,23.7663022,Kessariani,26268.0
243,243,16232,ΒΥΡΩΝΑΣ,37.9501551,23.7559864,Vyronas,59135.0
244,244,16232,ΒΥΡΩΝΑΣ,37.9561341,23.7468181,Vyronas,59135.0
245,245,16233,ΒΥΡΩΝ ΖΩΟΔΟΧΟΣ ΠΗΓΗ,37.9558502,23.7783759,Vyronas,59135.0
246,246,16341,ΗΛΙΟΥΠΟΛΗ ΚΑΤΩ ΗΛΙΟΥΠΟΛΗ,37.922956,23.746483,Ilioupoli,76732.0
247,247,16341,ΗΛΙΟΥΠΟΛΗ ΚΑΤΩ ΗΛΙΟΥΠΟΛΗ,37.9228009,23.7464688,Ilioupoli,76732.0
248,248,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9239615,23.7608051,Ilioupoli,76732.0
249,249,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9241974,23.7611665,Ilioupoli,76732.0
250,250,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9240084,23.7603042,Ilioupoli,76732.0
251,251,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9241509,23.7603624,Ilioupoli,76732.0
252,252,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9242629,23.7609238,Ilioupoli,76732.0
253,253,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9238753,23.76025,Ilioupoli,76732.0
254,254,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9237365,23.7601934,Ilioupoli,76732.0
255,255,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9238555,23.7610425,Ilioupoli,76732.0
256,256,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.9243452,23.7605198,Ilioupoli,76732.0
257,257,16342,ΗΛΙΟΥΠΟΛΗ ΑΣΤΥΝΟΜΙΚΑ,37.92436,23.7602042,Ilioupoli,76732.0
258,258,16344,ΗΛΙΟΥΠΟΛΗ ΑΝΩ ΗΛΙΟΥΠΟΛΗ,37.9474463,23.7645346,Ilioupoli,76732.0
259,259,16346,ΗΛΙΟΥΠΟΛΗ ΚΑΤΩ ΗΛΙΟΥΠΟΛΗ,37.9339857,23.7501562,Ilioupoli,76732.0
260,260,16451,ΑΡΓΥΡΟΥΠΟΛΗ,37.9038104,23.7573105,Elliniko-Argyroupoli,50027.0
261,261,16452,ΑΡΓΥΡΟΥΠΟΛΗ,37.9117602,23.7360091,Elliniko-Argyroupoli,50027.0
262,262,16452,ΑΡΓΥΡΟΥΠΟΛΗ,37.9054884,23.7298871,Elliniko-Argyroupoli,50027.0
263,263,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8180069,23.7745564,,
264,264,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8320131,23.7843684,,
265,265,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8284912,23.7721018,,
266,266,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.814047,23.7736677,,
267,267,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8187347,23.7797032,,
268,268,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8186748,23.77951,,
269,269,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8191006,23.7797976,,
270,270,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8188703,23.7801167,,
271,271,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8191614,23.7799878,,
272,272,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8097394,23.7831441,,
273,273,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8137744,23.7805191,,
274,274,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8139654,23.7798956,,
275,275,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8179515,23.7708844,,
276,276,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8175056,23.7706169,,
277,277,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8178529,23.770504,,
278,278,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8133929,23.7779331,,
279,279,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8135039,23.7779355,,
280,280,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.813653,23.7784026,,
281,281,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8136557,23.7782164,,
282,282,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8138871,23.7786408,,
283,283,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8139683,23.7797098,,
284,284,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8137718,23.7806955,,
285,285,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.817742,23.7701319,,
286,286,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8177142,23.770545,,
287,287,16671,ΒΟΥΛΙΑΓΜΕΝΗ  ΜΙΚΡΟ ΚΑΒΟΥΡΙ,37.8327333,23.7716036,,
288,288,16672,ΒΑΡΗ,37.8364898,23.7895502,,
289,289,16672,ΒΑΡΗ,37.8368964,23.7895847,,
290,290,16672,ΒΑΡΗ,37.8207672,23.8091196,,
291,291,16672,ΒΑΡΗ,37.8314484,23.8062695,,
292,292,16672,ΒΑΡΗ,37.8315175,23.8059094,,
293,293,16672,ΒΑΡΗ,37.8314833,23.8060873,,
294,294,16672,ΒΑΡΗ,37.8164041,23.7989396,,
295,295,16672,ΒΑΡΗ,37.8203871,23.8049222,,
296,296,16672,ΒΑΡΗ,37.8204734,23.805079,,
297,297,16672,ΒΑΡΗ,37.8535523,23.8225267,,
298,298,16672,ΒΑΡΗ,37.8346753,23.8165991,,
299,299,16672,ΒΑΡΗ,37.8312136,23.8051975,,
300,300,16672,ΒΑΡΗ,37.832058,23.8173267,,
301,301,16672,ΒΑΡΗ,37.832059,23.8171211,,
302,302,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.854883,23.767983,,
303,303,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8552287,23.7679915,,
304,304,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8550549,23.7679633,,
305,305,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8554008,23.7679718,,
306,306,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.855572,23.7679903,,
307,307,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8542189,23.7698181,,
308,308,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8449829,23.7612198,,
309,309,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8600967,23.7838648,,
310,310,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8518463,23.7512492,,
311,311,16673,ΒΟΥΛΑ ΑΝΩ ΒΟΥΛΑ,37.8515328,23.7512854,,
312,312,16674,ΓΛΥΦΑΔΑ,37.8589578,23.7556825,Glyfada,89600.0
313,313,16674,ΓΛΥΦΑΔΑ,37.8555401,23.7549556,Glyfada,89600.0
314,314,16674,ΓΛΥΦΑΔΑ,37.8552337,23.7551142,Glyfada,89600.0
315,315,16674,ΓΛΥΦΑΔΑ,37.8553915,23.7551813,Glyfada,89600.0
316,316,16674,ΓΛΥΦΑΔΑ,37.8555369,23.7552352,Glyfada,89600.0
317,317,16675,ΓΛΥΦΑΔΑ,37.8702224,23.7424426,Glyfada,89600.0
318,318,16675,ΓΛΥΦΑΔΑ,37.875176,23.7429508,Glyfada,89600.0
319,319,16675,ΓΛΥΦΑΔΑ,37.875002,23.7427029,Glyfada,89600.0
320,320,16675,ΓΛΥΦΑΔΑ,37.8684827,23.752577,Glyfada,89600.0
321,321,16675,ΓΛΥΦΑΔΑ,37.8636519,23.7445885,Glyfada,89600.0
322,322,16701,,37.8973483,23.7556824,,
323,323,16701,,37.8969724,23.7557459,,
324,324,16701,,37.8967432,23.7560743,,
325,325,16701,,37.8972664,23.7555182,,
326,326,16701,,37.8970471,23.7558958,,
327,327,16701,,37.8904731,23.7565933,,
328,328,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8902633,23.7442109,Elliniko-Argyroupoli,50027.0
329,329,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8846461,23.7302701,Elliniko-Argyroupoli,50027.0
330,330,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.8845223,23.7303509,Elliniko-Argyroupoli,50027.0
331,331,16777,ΕΛΛΗΝΙΚΟ ΑΓΙΑ ΠΑΡΑΣΚΕΥ,37.881513,23.7306683,Elliniko-Argyroupoli,50027.0
332,332,17122,ΝΕΑ ΣΜΥΡΝΗ,37.94198,23.7095239,Nea Smyrni,72851.0
333,333,17122,ΝΕΑ ΣΜΥΡΝΗ,37.9423171,23.7101432,Nea Smyrni,72851.0
334,334,17122,ΝΕΑ ΣΜΥΡΝΗ,37.9419532,23.7098688,Nea Smyrni,72851.0
335,335,17122,ΝΕΑ ΣΜΥΡΝΗ,37.941933,23.7096951,Nea Smyrni,72851.0
336,336,17124,ΝΕΑ ΣΜΥΡΝΗ ΑΝΩ ΝΕΑ ΣΜΥΡΝ,37.9463294,23.7221147,Nea Smyrni,72851.0
337,337,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9318829,23.7230764,Agios Dimitrios,71664.0
338,338,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9328001,23.7277371,Agios Dimitrios,71664.0
339,339,17341,ΑΓΙΑ ΔΗΜΗΤΡΙΟΣ,37.9278489,23.7221646,Agios Dimitrios,71664.0
340,340,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9205822,23.7225995,Alimos,43174.0
341,341,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207887,23.7222655,Alimos,43174.0
342,342,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9207025,23.7222044,Alimos,43174.0
343,343,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109235,23.7071432,Alimos,43174.0
344,344,17455,ΑΛΙΜΟΣ ΚΑΛΑΜΑΚΙ,37.9109211,23.7073389,Alimos,43174.0
345,345,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9147827,23.7370265,Alimos,43174.0
346,346,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9152734,23.7370477,Alimos,43174.0
347,347,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9146879,23.7371941,Alimos,43174.0
348,348,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9153657,23.7368869,Alimos,43174.0
349,349,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9169938,23.7427767,Alimos,43174.0
350,350,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9099605,23.7309926,Alimos,43174.0
351,351,17456,ΑΛΙΜΟΣ ΕΚΤΕΛΩΝΙΣΤΩΝ,37.9090441,23.730542,Alimos,43174.0
352,352,17561,Π.ΦΑΛΗΡΟ,37.9330085,23.6874581,Palaio Faliro,64862.0
353,353,17561,Π.ΦΑΛΗΡΟ,37.9330048,23.6876416,Palaio Faliro,64862.0
354,354,17561,Π.ΦΑΛΗΡΟ,37.9330018,23.6878238,Palaio Faliro,64862.0
355,355,17561,Π.ΦΑΛΗΡΟ,37.9333673,23.6877463,Palaio Faliro,64862.0
356,356,17561,Π.ΦΑΛΗΡΟ,37.9329405,23.6946515,Palaio Faliro,64862.0
357,357,17561,Π.ΦΑΛΗΡΟ,37.9329625,23.6948371,Palaio Faliro,64862.0
358,358,17561,Π.ΦΑΛΗΡΟ,37.9328285,23.6942976,Palaio Faliro,64862.0
359,359,17561,Π.ΦΑΛΗΡΟ,37.9333687,23.6875609,Palaio Faliro,64862.0
360,360,17561,Π.ΦΑΛΗΡΟ,37.9333686,23.6873759,Palaio Faliro,64862.0
361,361,17561,Π.ΦΑΛΗΡΟ,37.9333694,23.6871922,Palaio Faliro,64862.0
362,362,17562,Π.ΦΑΛΗΡΟ,37.9230432,23.6995663,Palaio Faliro,64862.0
363,363,17562,Π.ΦΑΛΗΡΟ,37.9229708,23.6997418,Palaio Faliro,64862.0
364,364,17676,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960954,23.7013024,Kallithea,97617.0
365,365,17676,ΚΑΛΛΙΘΕΑ ΠΛΑΤΕΙΑ ΚΑΛΛΙΘΕΑ,37.960752,23.7009004,Kallithea,97617.0
366,366,17778,ΤΑΥΡΟΣ,37.9637387,23.7009239,Moschato-Tavros,39658.0
367,367,18233,ΑΓΙΑ Ι.ΡΕΝΤΗΣ,37.9542554,23.6748555,Nikaia-Agios Ioannis Rentis,103490.0
368,368,18344,ΜΟΣΧΑΤΟ,37.9478209,23.68169,Moschato-Tavros,39658.0
369,369,18454,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.9758234,23.6669839,Nikaia-Agios Ioannis Rentis,103490.0
370,370,18454,ΝΙΚΑΙΑ ΑΣΠΡΑ ΧΩΜΑΤΑ,37.977597,23.6713431,Nikaia-Agios Ioannis Rentis,103490.0
371,371,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9429457,23.6651416,Piraeus,168152.0
372,372,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9428808,23.665332,Piraeus,168152.0
373,373,18533,ΠΕΙΡΑΙΑΣ ΚΑΣΤΕΛΛΑ,37.9359127,23.6560605,Piraeus,168152.0
374,374,18534,ΠΕΙΡΑΙΑΣ ΠΛΑΤΕΙΑ ΑΛΕΞΑΝΔΡ,37.9357519,23.6539305,Piraeus,168152.0
375,375,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282132,23.6431972,Piraeus,168152.0
376,376,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9282934,23.6430415,Piraeus,168152.0
377,377,18537,ΠΕΙΡΑΙΑΣ ΑΓΙΑ ΝΙΚΟΛΑΟΣ,37.9308996,23.6467828,Piraeus,168152.0
378,378,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341465,23.6286242,Piraeus,168152.0
379,379,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341608,23.6287905,Piraeus,168152.0
380,380,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341754,23.6289573,Piraeus,168152.0
381,381,18538,ΠΕΙΡΑΙΑΣ ΧΑΤΖΗΚΥΡΙΑΚ,37.9341898,23.6291243,Piraeus,168152.0
382,382,18541,ΠΕΙΡΑΙΑΣ ΑΠΟΛΛΩΝΟΣ,37.9525154,23.6645853,Piraeus,168152.0
383,383,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663425,23.6117902,Keratsini-Drapetsona,89537.0
384,384,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9664909,23.6108858,Keratsini-Drapetsona,89537.0
385,385,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663618,23.6119265,Keratsini-Drapetsona,89537.0
386,386,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663492,23.6117914,Keratsini-Drapetsona,89537.0
387,387,18758,ΚΕΡΑΤΣΙΝΙ ΑΜΦΙΑΛΗ,37.9663372,23.6116481,Keratsini-Drapetsona,89537.0
388,388,19002,ΠΑΙΑΝΙΑ,37.9594906,23.8475722,,
389,389,19002,ΠΑΙΑΝΙΑ,37.9591767,23.8474406,,
390,390,19002,ΠΑΙΑΝΙΑ,37.9522148,23.8596243,,
391,391,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8674897,23.8586522,,
392,392,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8541629,23.8181551,,
393,393,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8050267,23.8528619,,
394,394,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8070993,23.8496749,,
395,395,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8318803,23.8700485,,
396,396,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8309355,23.8658363,,
397,397,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8037317,23.8577308,,
398,398,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8671071,23.8210061,,
399,399,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723872,23.8267506,,
400,400,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.8723623,23.8269304,,
401,401,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9260872,23.8620684,,
402,402,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103659,23.8680091,,
403,403,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9103291,23.8681858,,
404,404,19400,ΚΟΡΩΠΙ KΑΡΕΛΛΑΣ,37.9102989,23.8683532,,
